gtpath, predpath, gt numsyms, pred numsyms, SEC (symbol edit cost), SECR (SEC / total numsyms)
/Users/gregc/Documents/test/greg_results/gt/259_.kern, /Users/gregc/Documents/test/greg_results/pred/259_.kern, 245, 243, 290, 0.5942622950819673
/Users/gregc/Documents/test/greg_results/gt/198_.kern, /Users/gregc/Documents/test/greg_results/pred/198_.kern, 233, 249, 417, 0.8651452282157677
/Users/gregc/Documents/test/greg_results/gt/221_.kern, /Users/gregc/Documents/test/greg_results/pred/221_.kern, 185, 185, 237, 0.6405405405405405
/Users/gregc/Documents/test/greg_results/gt/37_.kern, /Users/gregc/Documents/test/greg_results/pred/37_.kern, 188, 216, 300, 0.7425742574257426
/Users/gregc/Documents/test/greg_results/gt/299_.kern, /Users/gregc/Documents/test/greg_results/pred/299_.kern, 219, 212, 186, 0.43155452436194897
/Users/gregc/Documents/test/greg_results/gt/72_.kern, /Users/gregc/Documents/test/greg_results/pred/72_.kern, 244, 237, 294, 0.6112266112266113
/Users/gregc/Documents/test/greg_results/gt/120_.kern, /Users/gregc/Documents/test/greg_results/pred/120_.kern, 197, 195, 236, 0.6020408163265306
/Users/gregc/Documents/test/greg_results/gt/165_.kern, /Users/gregc/Documents/test/greg_results/pred/165_.kern, 129, 123, 32, 0.12698412698412698
/Users/gregc/Documents/test/greg_results/gt/384_.kern, /Users/gregc/Documents/test/greg_results/pred/384_.kern, 373, 398, 729, 0.9455252918287937
/Users/gregc/Documents/test/greg_results/gt/454_.kern, /Users/gregc/Documents/test/greg_results/pred/454_.kern, 304, 261, 446, 0.7893805309734513
/Users/gregc/Documents/test/greg_results/gt/411_.kern, /Users/gregc/Documents/test/greg_results/pred/411_.kern, 341, 344, 463, 0.6759124087591241
/Users/gregc/Documents/test/greg_results/gt/379_.kern, /Users/gregc/Documents/test/greg_results/pred/379_.kern, 197, 178, 264, 0.704
/Users/gregc/Documents/test/greg_results/gt/535_.kern, /Users/gregc/Documents/test/greg_results/pred/535_.kern, 315, 314, 440, 0.699523052464229
/Users/gregc/Documents/test/greg_results/gt/218_.kern, /Users/gregc/Documents/test/greg_results/pred/218_.kern, 184, 175, 233, 0.649025069637883
/Users/gregc/Documents/test/greg_results/gt/119_.kern, /Users/gregc/Documents/test/greg_results/pred/119_.kern, 281, 23, 274, 0.9013157894736842
/Users/gregc/Documents/test/greg_results/gt/490_.kern, /Users/gregc/Documents/test/greg_results/pred/490_.kern, 339, 322, 485, 0.7337367624810892
/Users/gregc/Documents/test/greg_results/gt/428_.kern, /Users/gregc/Documents/test/greg_results/pred/428_.kern, 367, 0, 367, 1.0
/Users/gregc/Documents/test/greg_results/gt/340_.kern, /Users/gregc/Documents/test/greg_results/pred/340_.kern, 245, 245, 294, 0.6
/Users/gregc/Documents/test/greg_results/gt/305_.kern, /Users/gregc/Documents/test/greg_results/pred/305_.kern, 302, 184, 427, 0.8786008230452675
/Users/gregc/Documents/test/greg_results/gt/450_.kern, /Users/gregc/Documents/test/greg_results/pred/450_.kern, 192, 200, 235, 0.5994897959183674
/Users/gregc/Documents/test/greg_results/gt/415_.kern, /Users/gregc/Documents/test/greg_results/pred/415_.kern, 175, 175, 155, 0.44285714285714284
/Users/gregc/Documents/test/greg_results/gt/338_.kern, /Users/gregc/Documents/test/greg_results/pred/338_.kern, 238, 213, 327, 0.7250554323725056
/Users/gregc/Documents/test/greg_results/gt/33_.kern, /Users/gregc/Documents/test/greg_results/pred/33_.kern, 282, 284, 296, 0.5229681978798587
/Users/gregc/Documents/test/greg_results/gt/76_.kern, /Users/gregc/Documents/test/greg_results/pred/76_.kern, 182, 158, 324, 0.9529411764705882
/Users/gregc/Documents/test/greg_results/gt/124_.kern, /Users/gregc/Documents/test/greg_results/pred/124_.kern, 223, 166, 266, 0.6838046272493573
/Users/gregc/Documents/test/greg_results/gt/161_.kern, /Users/gregc/Documents/test/greg_results/pred/161_.kern, 289, 268, 368, 0.6606822262118492
/Users/gregc/Documents/test/greg_results/gt/508_.kern, /Users/gregc/Documents/test/greg_results/pred/508_.kern, 232, 230, 216, 0.4675324675324675
/Users/gregc/Documents/test/greg_results/gt/225_.kern, /Users/gregc/Documents/test/greg_results/pred/225_.kern, 309, 237, 345, 0.6318681318681318
/Users/gregc/Documents/test/greg_results/gt/489_.kern, /Users/gregc/Documents/test/greg_results/pred/489_.kern, 210, 208, 272, 0.6507177033492823
/Users/gregc/Documents/test/greg_results/gt/359_.kern, /Users/gregc/Documents/test/greg_results/pred/359_.kern, 215, 211, 205, 0.4812206572769953
/Users/gregc/Documents/test/greg_results/gt/474_.kern, /Users/gregc/Documents/test/greg_results/pred/474_.kern, 157, 153, 212, 0.6838709677419355
/Users/gregc/Documents/test/greg_results/gt/201_.kern, /Users/gregc/Documents/test/greg_results/pred/201_.kern, 232, 222, 329, 0.724669603524229
/Users/gregc/Documents/test/greg_results/gt/244_.kern, /Users/gregc/Documents/test/greg_results/pred/244_.kern, 278, 277, 115, 0.2072072072072072
/Users/gregc/Documents/test/greg_results/gt/145_.kern, /Users/gregc/Documents/test/greg_results/pred/145_.kern, 233, 229, 404, 0.8744588744588745
/Users/gregc/Documents/test/greg_results/gt/17_.kern, /Users/gregc/Documents/test/greg_results/pred/17_.kern, 338, 283, 382, 0.6151368760064412
/Users/gregc/Documents/test/greg_results/gt/52_.kern, /Users/gregc/Documents/test/greg_results/pred/52_.kern, 306, 258, 395, 0.700354609929078
/Users/gregc/Documents/test/greg_results/gt/178_.kern, /Users/gregc/Documents/test/greg_results/pred/178_.kern, 451, 349, 722, 0.9025
/Users/gregc/Documents/test/greg_results/gt/284_.kern, /Users/gregc/Documents/test/greg_results/pred/284_.kern, 213, 202, 302, 0.727710843373494
/Users/gregc/Documents/test/greg_results/gt/279_.kern, /Users/gregc/Documents/test/greg_results/pred/279_.kern, 280, 277, 80, 0.1436265709156194
/Users/gregc/Documents/test/greg_results/gt/92_.kern, /Users/gregc/Documents/test/greg_results/pred/92_.kern, 302, 208, 402, 0.788235294117647
/Users/gregc/Documents/test/greg_results/gt/511_.kern, /Users/gregc/Documents/test/greg_results/pred/511_.kern, 259, 249, 367, 0.7224409448818898
/Users/gregc/Documents/test/greg_results/gt/185_.kern, /Users/gregc/Documents/test/greg_results/pred/185_.kern, 265, 248, 162, 0.3157894736842105
/Users/gregc/Documents/test/greg_results/gt/364_.kern, /Users/gregc/Documents/test/greg_results/pred/364_.kern, 248, 152, 342, 0.855
/Users/gregc/Documents/test/greg_results/gt/449_.kern, /Users/gregc/Documents/test/greg_results/pred/449_.kern, 130, 54, 150, 0.8152173913043478
/Users/gregc/Documents/test/greg_results/gt/513_.kern, /Users/gregc/Documents/test/greg_results/pred/513_.kern, 316, 255, 170, 0.29772329246935203
/Users/gregc/Documents/test/greg_results/gt/187_.kern, /Users/gregc/Documents/test/greg_results/pred/187_.kern, 270, 271, 33, 0.06099815157116451
/Users/gregc/Documents/test/greg_results/gt/90_.kern, /Users/gregc/Documents/test/greg_results/pred/90_.kern, 197, 197, 173, 0.43908629441624364
/Users/gregc/Documents/test/greg_results/gt/28_.kern, /Users/gregc/Documents/test/greg_results/pred/28_.kern, 216, 214, 299, 0.6953488372093023
/Users/gregc/Documents/test/greg_results/gt/366_.kern, /Users/gregc/Documents/test/greg_results/pred/366_.kern, 205, 155, 287, 0.7972222222222223
/Users/gregc/Documents/test/greg_results/gt/323_.kern, /Users/gregc/Documents/test/greg_results/pred/323_.kern, 157, 149, 241, 0.7875816993464052
/Users/gregc/Documents/test/greg_results/gt/476_.kern, /Users/gregc/Documents/test/greg_results/pred/476_.kern, 288, 353, 520, 0.8112324492979719
/Users/gregc/Documents/test/greg_results/gt/433_.kern, /Users/gregc/Documents/test/greg_results/pred/433_.kern, 184, 181, 101, 0.27671232876712326
/Users/gregc/Documents/test/greg_results/gt/15_.kern, /Users/gregc/Documents/test/greg_results/pred/15_.kern, 417, 396, 625, 0.7687576875768758
/Users/gregc/Documents/test/greg_results/gt/50_.kern, /Users/gregc/Documents/test/greg_results/pred/50_.kern, 384, 378, 248, 0.32545931758530183
/Users/gregc/Documents/test/greg_results/gt/102_.kern, /Users/gregc/Documents/test/greg_results/pred/102_.kern, 269, 259, 249, 0.4715909090909091
/Users/gregc/Documents/test/greg_results/gt/147_.kern, /Users/gregc/Documents/test/greg_results/pred/147_.kern, 284, 280, 184, 0.3262411347517731
/Users/gregc/Documents/test/greg_results/gt/203_.kern, /Users/gregc/Documents/test/greg_results/pred/203_.kern, 233, 199, 339, 0.7847222222222222
/Users/gregc/Documents/test/greg_results/gt/246_.kern, /Users/gregc/Documents/test/greg_results/pred/246_.kern, 288, 233, 412, 0.7907869481765835
/Users/gregc/Documents/test/greg_results/gt/382_.kern, /Users/gregc/Documents/test/greg_results/pred/382_.kern, 323, 308, 283, 0.44849445324881143
/Users/gregc/Documents/test/greg_results/gt/452_.kern, /Users/gregc/Documents/test/greg_results/pred/452_.kern, 240, 234, 108, 0.22784810126582278
/Users/gregc/Documents/test/greg_results/gt/417_.kern, /Users/gregc/Documents/test/greg_results/pred/417_.kern, 350, 336, 518, 0.7551020408163265
/Users/gregc/Documents/test/greg_results/gt/227_.kern, /Users/gregc/Documents/test/greg_results/pred/227_.kern, 138, 109, 235, 0.951417004048583
/Users/gregc/Documents/test/greg_results/gt/262_.kern, /Users/gregc/Documents/test/greg_results/pred/262_.kern, 274, 223, 389, 0.7826961770623743
/Users/gregc/Documents/test/greg_results/gt/126_.kern, /Users/gregc/Documents/test/greg_results/pred/126_.kern, 232, 221, 372, 0.8211920529801324
/Users/gregc/Documents/test/greg_results/gt/163_.kern, /Users/gregc/Documents/test/greg_results/pred/163_.kern, 290, 283, 558, 0.9738219895287958
/Users/gregc/Documents/test/greg_results/gt/31_.kern, /Users/gregc/Documents/test/greg_results/pred/31_.kern, 367, 345, 539, 0.7570224719101124
/Users/gregc/Documents/test/greg_results/gt/74_.kern, /Users/gregc/Documents/test/greg_results/pred/74_.kern, 226, 189, 296, 0.7132530120481928
/Users/gregc/Documents/test/greg_results/gt/49_.kern, /Users/gregc/Documents/test/greg_results/pred/49_.kern, 144, 147, 110, 0.37800687285223367
/Users/gregc/Documents/test/greg_results/gt/537_.kern, /Users/gregc/Documents/test/greg_results/pred/537_.kern, 303, 309, 593, 0.9689542483660131
/Users/gregc/Documents/test/greg_results/gt/342_.kern, /Users/gregc/Documents/test/greg_results/pred/342_.kern, 215, 214, 297, 0.6923076923076923
/Users/gregc/Documents/test/greg_results/gt/492_.kern, /Users/gregc/Documents/test/greg_results/pred/492_.kern, 184, 174, 273, 0.7625698324022346
, , 117392, 103157, 140106, 0.6352601916127482
